Ticker,Price,Beta
KOD,120.43,1.045894
GRA,64.24,1.304084
ABG,211.33,1.478212
CBU,78.57,0.969511
SEM,37.8,1.799689
SPSC,104.72,1.111506
UA,19.26,1.401603
ALLK,107.4,0.508676
HRB,22.19,1.176526
VCYT,49.45,1.359432
TNET,85.73,1.348178
WK,95.99,1.070624
ABM,53.52,1.303799
HL,6.37,1.284471
NSTG,76.105,1.305913
SXT,84.95,0.954952
ESGR,255.4,1.023362
ALE,71.04,1.07485
NUVA,70.61,1.271071
BOH,90.93,0.979226
SIX,48.69,1.741785
ROG,203.16,1.05138
CHX,20.415,2.24947
CVLT,70.7,1.165061
FHB,27.14,1.042171
PDCE,34.31,1.462511
NSIT,101.1,1.290798
NEWR,63.26,1.020652
NKTR,19.68,0.91575
ADPT,43.07,0.694083
LPRO,37.1,0.42324
AMN,79.93,0.627504
APAM,54.97,1.243025
HLI,69.76,0.545211
STMP,204.63,1.086491
KNSL,174.96,1.106035
HAE,67.45,0.879547
KFY,67.14,1.195611
HI,49.57,1.216376
CNMD,132.99,1.51661
AJRD,48.6,0.810484
SBRA,17.88,1.564542
LAZR,22.18,0.542019
PTCT,45.75,0.816366
TCBI,65.89,1.372553
BECN,56.36,1.667848
INSM,35,1.44277
RCM,26.41,1.061561
APG,21.44,1.383205
BBBY,26.52,1.43328
DOOR,126.49,1.551683
FORM,48.96,1.395442
ALGT,240.81,1.523531
PSB,163.84,1.161512
CWST,68,0.869311
AIT,96.05,1.390355
BOX,22.09,0.644391
ASB,21.4,1.183534
GATX,96.29,0.996934
CBT,55.4,1.435514
SUM,29.01,1.719176
ITGR,94.78,1.416345
WWW,41.63,1.557581
ALTR,67.11,1.001041
MC,56.94,0.957122
MMSI,64.02,0.978128
WLK,93.52,1.330567
EXLS,95.76,1.260312
CLNY,6.91,2.140635
MTH,93.95,1.687292
EQC,28.36,0.522322
NSP,87.71,1.668591
ENR,50.64,1.254925
BLKB,70.84,0.970461
WTS,123.83,0.952362
ATRC,69,1.105254
KTOS,27.03,1.408887
MATX,67.92,0.890541
WRI,31.34,1.425992
TRTN,54.61,1.052439
SHOO,41.62,1.402017
NSA,44.94,0.987751
GO,40.23,0.449407
OUT,23.4,2.145923
MDC,60.41,1.566925
ONTO,69.98,1.480414
CNNE,40.44,0.975702
SIG,63.58,1.892052
WDFC,258.19,0.486026
ALKS,21.28,0.84547
NHI,72.69,1.775732
ETRN,7.96,0.645834
VCEL,59.59,1.608881
KMT,41.04,1.297659
AMBA,103.54,1.200141
TPTX,72.35,0.992657
MSGS,183.14,1.098945
VSH,25.97,1.295249
CNO,25.55,1.517905
SEAS,56.5,1.676751
SLGN,43.87,0.766019
FN,91.16,1.073285
CNX,13.57,0.501124
IBP,131.13,1.690886
ATKR,76.23,1.674249
PEB,24.55,1.676293
COMM,16.78,1.491802
CHH,112.33,1.351439
NGVT,72.96,1.540241
CWT,61.18,0.635191
UNF,230.45,1.095701
CMD,89.16,1.660315
CSOD,44.53,1.307779
FUL,68.1,1.215733
BKU,45.89,1.317417
SCL,132.69,0.824184
SAFM,166.39,0.590741
SFM,26.515,0.445428
SPXC,61.99,1.339685
PAG,88.6,1.778379
LXP,11.97,0.955582
PZZA,94.84,0.7859
SANM,41.71,1.152106
COLM,113.49,1.094961
TWOU,40.56,1.617982
SPB,88.42,1.570999
MTSI,61.01,1.332887
CMC,28.8,1.070338
LTHM,18.19,1.75817
CTB,57.62,1.256401
AUB,39.15,1.150415
IRBT,113.4,1.016168
FLR,21.77,1.819294
VRNT,48.06,1.039008
OSTK,70.16,1.822858
JACK,116.27,1.705882
AGIO,54.73,0.888873
KTB,65.91,1.308021
DORM,111.34,0.927101
RAMP,49.17,1.028331
FCFS,70.89,0.942491
FCEL,10.2,1.821963
AGR,51.45,0.846585
AWR,82.38,0.597376
AIN,87.91,1.410827
PDCO,33.46,1.013504
VC,117.95,1.328761
FLOW,67.99,1.680436
BXS,30.38,0.992115
ESE,112.2,0.992126
PCRX,64.69,1.000267
KLIC,57.84,1.138633
OFC,27.95,1.415271
GPI,162.57,1.759567
FTI,6.95,1.437823
PRG,43.05,1.877491
VG,14.04,1.361965
ACA,63.38,1.132854
WBT,22.23,1.772158
EPRT,26.08,1.398538
FELE,82.39,0.967423
NWS,24.89,1.090816
RCII,56.25,1.361672
TEX,47.28,1.232168
VSAT,47.68,1.531136
YELP,40.61,1.359498
SMPL,33.64,0.777611
CATY,41.24,1.286391
PRLB,109.94,1.155198
MARA,32.3,1.687011
CCOI,68.41,0.638562
TRUP,82.66,1.266542
KWR,242.37,1.212968
APPF,147.18,1.233947
NEU,356.23,0.570952
FIX,80.63,1.141409
AM,8.98,1.1162
STAY,19.7,1.207451
CVET,30.29,1.594857
EAT,67.74,1.977913
WGO,77.43,1.593247
MTDR,23.85,1.900625
BE,25.63,2.18592
UNIT,10.96,1.029918
WD,109.12,1.721427
AR,9,1.520863
COTY,9.91,2.05796
VIRT,30.825,0.473935
BAND,138.01,0.646799
APLE,15.27,1.970301
AGO,47.8,1.654587
MGEE,75.56,0.778723
THS,49.41,0.525363
LGND,146.22,0.895393
ROCK,92.86,1.250767
SKYW,51.63,1.918659
CALX,44.87,1.112676
EBS,61.94,1.020119
KW,20.55,1.153711
DY,96.62,1.822279
FULT,17.33,1.003189
MTX,78.4,1.290396
HP,25.27,1.590959
JJSF,166.38,0.770874
SFNC,29.36,1.021616
FOLD,10.01,0.983212
FHI,30.21,1.358418
ISBC,15.43,1.023529
SHO,12.66,1.220309
RRC,8.83,0.794729
H,83.21,1.366167
ATI,23.37,1.949118
TENB,40.65,1.088035
ONB,19.3,0.954179
SFBS,63.65,0.981061
WERN,45.41,0.775493
DDD,22.18,1.754042
AAON,69.8,0.881775
CAKE,57.86,1.525351
SNBR,112.72,1.628112
ELY,29.29,1.735225
CYRX,54.89,1.090572
SGMS,50.44,2.116301
MED,232.62,1.355417
RLJ,15.73,2.090495
MIC,33.52,1.889695
SPCE,22.16,1.677906
HLNE,91.99,1.295785
BMI,97.54,1.10777
CVBF,22.05,0.797996
PDM,18.09,1.311163
GBT,42.11,1.006965
WSFS,49.66,1.24803
WWE,54.23,0.684825
AMRS,15.19,0.911983
MXL,38.12,1.399855
SSTK,96.11,0.616765
VNE,25.65,1.677596
WAFD,32.97,0.891085
BOKF,89.22,1.390388
CCXI,45.9,1.093054
RETA,88.41,1.022374
CORT,24,0.533779
NOVA,39.91,1.496262
MAXR,39.37,1.662862
KAI,183.22,1.088238
IDCC,72.53,1.228482
FSS,41.6,1.030607
NUS,54.01,0.984573
BLMN,28.19,2.169272
EVTC,39.31,1.078769
SFIX,45.27,0.907587
EDIT,36.91,0.964098
PFSI,58.6,1.623896
TDS,23.78,1.009375
BIG,65.98,1.141194
ABCB,50.81,1.341146
CIM,12.72,1.437285
IOSP,97.7,1.112163
IBOC,48.11,1.58938
UCBI,33.41,1.034891
ACAD,20.5,0.727358
SWN,3.91,0.474733
COOP,32.78,1.545082
PBH,44.81,0.894503
XNCR,43.58,0.67072
OMI,38.81,0.04676
MIME,42.79,1.038396
CMP,68,0.948542
AMKR,23.82,1.350763
RIOT,38.48,1.623806
BRC,55.68,1.048194
MUR,16.04,1.629547
PSMT,86.16,0.819163
CADE,22.08,1.89076
UFS,39.05,1.236171
FWRD,88.17,1.091326
IRTC,79.73,1.149929
COLB,44.15,1.070072
MD,26.29,1.768992
NAVI,15.08,1.777178
APLS,44.21,0.961376
INT,32.97,0.91217
VRRM,13.46,1.306253
MLI,45.3,1.312575
JELD,30.14,1.854988
ANF,39.48,1.507037
FRME,47.31,1.04648
UNFI,35.61,-0.20401
OI,15.03,1.820096
MNRO,68.93,0.983498
HTH,34.19,1.204921
BCC,66.68,1.443488
GHC,644.33,1.097371
MFA,4.32,1.624244
HUBG,65.98,0.84187
CLDR,12.64,0.784475
LEVI,29.56,1.434053
MTOR,28.65,1.516904
MGLN,94.43,1.188429
MWA,14.56,1.192222
PLXS,93.46,1.229259
B,50.58,1.46172
WRE,22.83,1.065027
ARVN,64.81,0.906188
SKY,44.6,1.500454
CNK,21.47,1.629209
INFN,9.43,0.886813
PD,42.28,0.680364
MDLA,29.29,0.905244
GLUU,12.49,0.809031
SITC,14.97,1.627963
TWNK,15.07,0.695606
URBN,38.5,1.308332
VSTO,32.66,0.686727
PINC,35.63,0.610451
CXP,17.98,1.71394
AVNS,44.91,1.27455
HCSG,31.96,0.796076
PRFT,64.19,1.191636
CENTA,51.55,0.894113
TPH,22.74,1.772491
TREE,227.04,1.292231
REGI,58.64,1.206949
PATK,89.95,2.099913
BDN,13.22,1.398744
XPER,21.185,1.103237
LOB,66.19,1.56764
VICR,90.21,1.18082
MGNX,34.8,1.468818
INO,6.85,0.345621
MGRC,81.83,1.054609
AHCO,29.41,0.670731
HTLF,50.71,1.189192
CARG,25.45,1.26215
RRR,34.07,2.012794
SJI,24.92,0.978313
THRM,76.48,1.36289
UI,288.87,0.880797
INDB,81.43,0.862686
RMBS,19.725,1.041366
MANT,84.7,1.112006
SVMK,18.38,1.256337
TPIC,58.21,1.718951
IHRT,19.64,1.372432
SHEN,50.38,0.828545
MLHR,42.03,1.386222
ITCI,31.06,1.012799
WSBC,37.59,1.110335
OTTR,47.51,1.065694
AX,45.88,1.390213
MNR,18.32,1.136528
ABR,17.27,2.180877
FOCS,46.17,1.385738
ZUO,16.57,1.090135
PRGS,46.61,0.968511
AVAV,111.46,0.887145
MYGN,30.1,1.045418
SC,31.4,1.61195
CTRE,24.39,1.396585
PLAY,46.75,2.555642
ROIC,17.58,1.638741
CUB,74.89,1.309594
TTGT,76.15,1.029912
ALLO,34.42,0.704946
EPC,38.63,1.022545
CYTK,26.49,0.941301
EXPI,34.46,1.268079
AEL,31.77,1.951046
ATGE,38.69,1.07129
ODP,41.22,1.134869
TRMK,33.35,0.88566
KRTX,107.57,0.757413
RPAY,23.5,1.178393
CPK,121.93,0.803976
ICHR,59.29,1.890193
LILAK,14.04,1.428283
KALU,113.23,1.520935
ILPT,24.54,1.259507
NYMT,4.59,2.056388
VRTS,256.81,1.446539
PHR,52.64,0.892883
NAV,44.28,1.104817
FBC,45.37,1.34645
UE,18.3,1.454381
CDE,9.63,1.220306
MDRX,16.34,1.242403
HRI,100.24,1.871806
KAR,15.63,1.529663
TSE,63.45,1.320788
CWEN,29.08,0.803018
EPAY,49.1,1.069787
STRA,85.43,1.043972
FSR,14.01,0.439058
INOV,29.13,0.996299
TROX,20.61,1.786651
DRH,10.1,1.598488
WOR,66.62,1.263303
DLX,44.47,1.33314
RNST,41.94,0.972862
CRS,40.44,1.783847
KRG,20.54,1.442616
SILK,58.5,1.236587
TRN,27.46,0.99164
PIPR,117.5,1.454822
EAF,12.22,1.238665
BCRX,12.13,0.906161
RVLV,50.7,1.493562
ARGO,52.06,1.048341
LZB,43.22,1.366992
SPWR,29.01,1.229967
GDOT,44.43,1.494061
GMS,44.13,1.658728
PRIM,33.89,1.17895
SVC,12.03,2.266016
NTCT,27.87,0.997815
HLIO,72.22,0.713069
TWO,7.49,1.903319
MVIS,17.97,1.669899
XHR,18.62,1.677655
PGRE,10.16,1.435203
RUSHA,49.84,1.087296
CFFN,13.25,0.76392
ESRT,11,1.149556
FMBI,21.68,1.08295
PGTI,26.44,1.507378
AVYA,28.96,1.269843
SBH,20.48,1.148701
GSHD,105.97,0.82925
CORE,42.94,0.966241
RIG,3.14,2.109203
CVCO,215.87,1.425875
FGEN,21.14,1.153879
MCY,64.12,0.869938
FBP,12.09,1.707857
BDC,43.87,1.393098
DCPH,46.21,0.989137
NNI,75.01,1.030431
BGS,29.83,0.109243
GOLF,43.92,0.992162
BLUE,28.65,1.011907
KURA,27.99,1.221336
SJW,68.34,0.953969
NMIH,23.98,1.693001
HCAT,55.09,0.566428
TOWN,30.71,1.094653
GRWG,45.13,1.714467
DOMO,64.23,1.839125
NWN,55.26,0.83499
ARCB,72.53,1.095942
GNW,3.82,1.018961
UCTT,54.11,1.742635
CWK,16.94,1.4347
TTEC,106.17,1.192158
HNI,41.67,1.266461
COKE,315.01,0.972087
CSGS,46.6,0.911308
COHU,44.62,1.627655
LKFN,69.15,0.807267
CPE,33.78,1.723702
IRT,16.7,1.276832
TBIO,21.61,0.438267
PRPL,35.78,1.627104
FFBC,24.97,1.199605
RVNC,28.98,1.326448
FCPT,29.36,1.667875
QTRX,60.73,1.334193
RCKT,44.79,0.975637
ADUS,110.22,1.113919
KRYS,78.57,0.942015
LMNX,36.71,0.426114
AAWW,67.72,0.939474
EFSC,50.59,1.195492
AMWD,101.19,1.733217
CATM,38.81,1.226353
PLMR,72.74,0.95549
RLGY,15.29,2.093088
EB,21.98,1.756325
CDMO,21.2,1.527963
RFP,15.74,1.671546
KN,21.08,1.11886
AXNX,61.93,1.378948
NMRK,10.57,2.157434
EVRI,15.05,2.317541
JOE,43.85,0.993819
CVA,13.67,1.184687
GVA,39.26,1.348077
GTN,20.31,1.443841
EHTH,67.28,1.172095
CMPR,95.22,1.452123
SASR,44.39,1.262664
OPK,4.27,1.075857
PMT,19.78,1.981956
EVH,20.33,1.312081
PRAA,37.37,1.261714
VGR,13.74,0.821971
AMCX,52.54,0.963376
HSKA,182.33,1.012929
OSIS,99.21,1.186759
SUPN,31.41,0.958338
PLUS,99.96,1.315997
IRWD,11.1,0.673448
ICFI,93.42,1.095349
PAR,79.26,1.575222
BOOT,72.35,1.714597
DK,21.41,0.891227
BSIG,23.34,1.406289
CALM,39.05,0.464909
FIBK,48.6,0.959427
NKLA,11.545,0.573256
TCBK,46.81,1.054838
SYKE,44.795,1.10958
RCUS,35.77,1.295344
DIN,91.13,2.744362
GBX,46.76,1.565871
SKT,16.98,1.404108
SRNE,7.59,0.14733
CWH,43.09,2.283964
MEI,44.58,1.148619
DRNA,28.68,0.824325
NPO,85.95,1.408064
BJRI,57,2.409392
HIBB,73.57,1.427024
LTC,42.94,1.297437
PRO,45.65,1.393143
TVTX,24.14,1.057881
AKR,20.93,1.332603
GRBK,24.98,1.442806
CVGW,79.79,0.730349
GEF,59.84,1.118974
TBK,91.65,1.325065
FARO,89,1.169499
NBTB,39.4,0.774778
MATW,43.17,1.102429
TNC,81.12,1.096855
PFS,23.62,1.365638
BGCP,5.65,1.146784
AMSF,64.26,0.860351
CCS,63.77,2.08547
GNL,19.01,1.252845
SBCF,36.92,1.291737
MHO,59.61,1.950139
CSWI,141.27,1.031753
SM,15.96,1.860323
FLGT,84.78,1.195736
CBZ,33.68,1.070803
OXM,89.99,1.449243
XPEL,64.83,1.146863
WW,28.75,1.531217
MBUU,86.08,1.488298
PI,55.38,1.430113
SMCI,38.25,1.23335
LNTH,22.27,1.28309
CLDX,27.89,0.63082
MLAB,261.67,0.7378
LNN,167.32,0.858337
OCGN,9.63,1.305792
ATSG,27.53,0.702846
TBBK,21.94,2.037791
GCP,25.89,1.047107
DEA,21.51,0.655413
MSEX,84.37,0.789451
CELH,59.63,1.263374
HRTX,17.3,0.954389
PPC,24.7,0.754555
CASH,45.85,1.116695
DM,13.74,0.608629
NWBI,14.14,0.907002
TTMI,15.13,1.045495
BKD,6.48,2.244589
UVV,58.09,0.70969
KFRC,56.08,0.974995
CARA,26.34,0.998813
CLI,16.09,1.00572
AAT,34.34,1.414262
CVM,24.42,0.618741
ECPG,38.72,1.797129
MODV,142.84,0.802266
AXSM,52.89,1.043432
GTY,30.89,1.328443
HOPE,15.6,1.189189
EPAC,26.9,1.087837
AZZ,52.35,1.136624
HSC,17.98,1.465295
DENN,17.87,1.984822
UIS,24.93,1.064469
SWCH,18.21,0.900112
FBK,43.05,1.195698
LRN,31.39,0.844566
RAVN,40.52,1.159171
ROAD,30.86,0.789015
AIR,40.38,1.993024
MAC,12.98,1.859601
IESC,49.8,1.152334
ASTE,78.08,1.019048
MNKD,4.68,1.122517
PTEN,6.315,1.613639
ECOL,42.66,1.176322
KAMN,51.93,1.370101
FOE,17.35,1.378529
TRS,31.34,0.968768
BALY,59.08,1.986513
REAL,23.71,1.404244
BHE,30.41,1.113017
PLCE,75.93,2.019506
PLT,40.71,1.304886
ADT,9.26,1.457094
PJT,73.15,1.20997
PRK,127.47,0.682393
HOME,31.31,1.82559
BRMK,10.8,1.126688
WDR,25,0.914673
LAUR,12.47,1.266572
ATRA,14.14,1.001818
SAH,50.68,1.837772
IPAR,76.06,1.423837
VUZI,23.13,1.240089
DCOM,33.08,0.986067
GES,28.99,1.772319
WABC,64.8,0.779792
MTRN,67.73,1.150301
WIRE,71.87,1.00235
HA,25.07,1.737148
SGRY,48.09,1.85285
ORGO,22.05,1.229251
SHYF,37.55,1.147493
CERS,6.08,1.280377
SLP,68.96,0.888173
EGBN,54.34,1.228657
PBF,12.91,1.679462
NTGR,37.56,0.956686
CNS,68.91,1.347178
ALG,159.24,1.280188
SGMO,11.71,0.831905
BLNK,37.59,1.747925
SWM,46.92,1.096319
FRG,37.6,1.929168
WHD,28.71,1.240909
SBGI,32.62,1.469064
MYRG,70.95,1.379333
ERII,21.68,0.967221
EVOP,28.725,1.277056
OCUL,15.455,1.438832
USPH,117,1.629105
OCFC,23.26,1.195302
CLR,25.71,1.402364
IMGN,7.79,1.45139
CNA,47.34,1.189759
QURE,32.28,0.904551
CSII,40.72,0.957894
TFSL,20.17,0.898993
AROC,9.2,1.151696
RUBY,24.66,1.022613
ZGNX,19.02,0.882966
SCS,14.15,1.32287
GEVO,6.64,1.173744
PTGX,29.07,1.308673
REKR,23.3,1.418155
JOUT,148.4,0.895548
JRVR,46.36,1.157156
SSP,22.99,1.660753
CRY,22.93,1.165005
CLB,27.82,1.168833
OPI,27.57,1.197158
TRHC,43.42,0.91054
IMKTA,62.26,0.250994
CNDT,6.84,1.621641
GOEV,8.71,0.434836
TUP,26.15,2.002021
GPRO,10.92,1.164229
BANF,70.48,1.268126
BANR,57.18,1.311246
ZUMZ,44.91,1.422933
RC,14.46,1.887968
GTES,17.39,1.36488
STAR,18.55,1.7478
SWI,18.32,1.002966
GIII,32.56,2.394108
VBTX,33.94,1.547512
WKHS,12.68,1.230042
MDP,31.15,1.574942
UTL,50.4,1.067451
CLNE,10.39,1.323844
RGNX,34.2,1.287136
DBI,17.52,2.028711
INGN,63.66,0.849249
AVXL,11.95,1.427126
OPCH,19.54,1.609401
GFF,26.91,1.406033
MGY,10.76,1.133528
LC,14.42,1.143551
RILY,71.28,1.16905
SAVA,39.59,1.178576
SIBN,35.43,1.566954
LASR,30.79,1.741245
WNC,18.52,1.178457
DMTK,38.99,1.110073
RWT,10.64,1.889509
FBMS,38.24,1.290692
CXW,8.18,1.211075
ACLS,43.97,1.497912
VCRA,39.8,0.815269
OEC,19.18,1.649802
MRSN,16.02,2.008642
MOD,16.71,2.090472
MCRB,20.46,1.21843
ATEC,16.71,1.975626
SCHN,44.07,1.11902
CYH,10.21,1.807068
USNA,96.71,1.166374
PFC,32.47,1.474081
BNGO,6.16,1.3433
DBD,14.14,1.520786
LADR,11.79,2.689717
SNDR,24.35,0.718642
ALEX,17.77,1.677974
IIIV,33.46,1.501556
MDGL,129.4,0.742246
AEGN,30.55,1.153942
SAFT,83.66,0.860439
VNDA,16.97,0.819872
CRVL,118.19,0.868098
PRA,26.45,0.602104
BKE,43.73,0.932979
GOOD,20.73,1.571187
SATS,23.84,0.940119
GWB,32.51,1.262686
YEXT,14,1.252729
USCR,63.76,1.736744
SMP,43.49,0.967845
HURN,54.63,1.1732
CAL,23.83,1.965626
LBRT,10.14,1.55314
MITK,16.41,1.169359
BUSE,25.36,1.235951
CHCO,78.74,0.827542
HEES,39.16,1.523623
KRA,38.89,1.67348
RGR,69.14,0.713624
BHLB,22.73,1.287753
FMBH,43.59,1.069367
AFIN,9.77,1.254528
STC,57.34,1.174783
SNEX,61.03,1.071428
TCMD,59.91,1.43062
ENDP,5.9,1.375508
SPTN,19.66,0.307972
CEVA,57.74,0.995471
CDXS,24.07,1.255787
FUBO,20.66,0.520305
UTZ,27.36,0.466536
ALTA,43.25,1.021962
MNRL,15.88,1.089579
CRIS,10.6,0.479943
DNOW,9.54,1.214485
DDS,100.85,1.166098
COWN,39.75,1.47806
BATRK,28.42,1.020157
ANAT,113.89,1.191393
UPLD,50.24,1.081871
OMER,18.65,0.893524
CHCT,51.55,1.319158
NBHC,39.76,0.968994
CCF,116.73,1.036224
KRNY,12.69,0.928294
WOW,14.27,1.377294
PBI,8.59,1.290931
AIV,6.67,1.456012
HZO,54.54,1.392972
QUOT,15.97,1.113545
INVA,11.7,0.981849
TBPH,21.15,0.634076
EFC,18.18,2.486553
INN,9.97,1.889585
MTW,23.13,0.98893
ENVA,32.85,1.902173
MDXG,11.21,1.186896
VECO,22.6,1.594013
AXL,9.75,2.099378
NOG,12.22,0.899395
APOG,36.14,1.613736
CMCO,53.9,1.36693
FDP,29.65,0.433522
CSTL,67.58,0.806809
DRQ,28.28,0.850768
MMI,36.63,1.194016
SBSI,40.36,0.947785
NXRT,50.47,1.283957
SWBI,17.78,0.527861
NX,27.4,1.629962
ZOM,0.9433,0.806698
GCO,48.75,2.065752
MRTN,16.9,0.968622
CARS,13.31,1.688811
HONE,14.79,0.896788
CLBK,18.66,0.741553
SYBT,51.4,0.975805
IIIN,34.93,1.389437
EIG,41.06,0.743664
OFG,24.18,1.518273
NTUS,26.5,1.095206
NP,54.24,1.225346
HMN,40.46,0.943748
GRPN,45.52,2.363341
MVBF,38.92,1.185433
FFG,56.43,0.969093
IBRX,18.74,1.170997
ANGI,16.19,1.013984
SXI,97,1.098068
EXTR,9.93,1.812538
BANC,17.54,1.426034
AGM,100.82,1.218049
TR,32.66,0.414827
PLOW,47.05,1.220919
ALEC,18.76,0.569554
HNGR,24.18,1.425167
VTOL,26.36,1.06585
REPL,31.51,1.33168
MODN,41.79,1.191862
RDUS,20.9,0.991869
ADVM,9.5,1.349682
CNOB,27.13,1.504357
DHIL,159.4,0.900774
AMRC,50.3,0.962233
FOR,25.4,1.290014
PGEN,8.07,0.777466
AGYS,50.99,1.461681
WMK,52.88,0.378069
RUTH,24.47,2.365554
VCTR,28.75,1.009659
WASH,52.92,1.024711
ARCH,46.93,0.809387
CTS,31.19,1.138884
UHT,69,1.392262
VBIV,2.93,0.97278
AHH,13.59,1.372407
RAD,18.37,0.463333
SRI,33.64,1.281536
CTRN,108.45,1.639739
TCRR,23.06,1.206151
AMPH,17.32,0.92859
KNL,24.28,1.552015
HEAR,29.38,1.042366
ACCO,8.66,1.564298
AXGN,19.11,1.201993
ALRS,30.65,0.75246
PETQ,43.19,1.101008
VREX,22.87,1.146733
DSKE,7.68,2.313739
SGH,55.23,1.062153
FIZZ,52.39,0.642016
GLDD,15.78,0.787212
MRC,8.63,1.583038
HMHC,8.8,1.748548
NFE,44.36,1.391406
TRTX,12.23,2.426672
VIVO,21.96,0.482514
CENX,15.53,1.757049
CHEF,34.74,2.698952
SAFE,66.99,1.041545
HYLN,9.35,0.408876
NPK,105.1,0.698587
TBI,23.04,0.766507
AOSL,31.59,1.4405
KIDS,54.88,0.755593
NXGN,18.84,1.445318
KOS,2.61,2.049145
KBAL,14.19,1.349647
COLL,23.26,1.117978
ALDX,10.6,1.486171
ELF,31.12,1.456482
EBSB,21.92,1.198604
ENTA,50.27,0.678072
NVEE,93.24,1.477445
YMAB,27.35,1.123275
PSN,42.69,1.111755
RYTM,20.57,0.870448
EBIX,31.39,1.8741
SCHL,31.25,1.266225
ARDX,8.24,0.802752
BOOM,50,0.859217
SESN,2.68,1.034554
OFIX,44.79,1.161994
CHUY,45.47,1.772916
FREE,13.45,0.476386
IMVT,15.44,1.2818
TCX,81.78,0.706133
ACMR,82.39,1.440607
ACRS,26.71,1.525637
CTBI,45.43,0.892571
CHRS,14.89,0.980767
GNTY,39.64,0.731781
CCO,2.2,1.960247
BMTC,44.18,1.009657
SRCE,47.29,1.127719
CAMP,13.46,1.34904
GABC,44.21,0.83568
SCSC,29.6,1.37559
ADTN,17.545,1.263834
PETS,31.83,0.48944
CTLP,11.04,0.921389
MYOV,19.94,0.862779
KDMN,3.92,0.940542
TA,26.74,1.838443
GMRE,14.45,1.32115
ECHO,31.68,0.954001
GCMG,12.81,0.352259
DFIN,30.01,1.34114
GPMT,12.9,2.638065
ATRI,654.2,0.70006
JBSS,92.78,0.582216
WINA,191.99,0.978388
ACEL,12.33,1.473761
BCOR,14.61,1.629995
ASIX,28.75,0.711916
OSPN,28.01,0.766706
SEB,3681,0.779502
TMP,79.38,0.830927
TGI,17.59,2.516959
AERI,17.65,0.977292
EGLE,44.4,1.189446
ORC,5.39,1.641351
PSNL,23.17,0.941162
GDYN,14.25,1.36148
ADN,12.18,0.39501
MSGN,16.27,0.821389
OCX,4.64,0.942739
MPAA,21.92,1.063
PRDO,11.89,1.23508
PUMP,9.28,1.837862
ARCT,36.17,0.976621
NWLI,232,1.517385
SENS,2,1.339689
AMSC,17.13,1.264631
HY,84.41,1.178611
DVAX,9.59,0.926376
GEO,5.91,0.965256
WIFI,13.935,1.116356
GNUS,1.66,1.083571
PLAB,12.7,1.120096
FBNC,42.98,1.11838
ANIK,41.52,1.135901
ANDE,28,0.806009
CAI,42.75,1.112186
DTIL,9.23,1.295952
ARR,12.2,1.763109
HVT,39.95,0.959594
STBA,33.35,0.964249
AMBC,17.13,1.338616
LILA,13.9,1.40405
CDEV,3.91,1.056668
VVI,40.15,2.368726
QNST,20.51,1.302126
CSR,71.68,1.150833
QMCO,8.45,1.689929
RBBN,8.04,1.279377
RMO,8.52,0.455316
CELC,25.32,0.922803
ESPR,27.51,0.895571
LOTZ,7.53,0.435614
RPT,12.63,1.566757
MBI,10.08,1.295385
MERC,16.86,1.013844
SELB,3.84,1.512906
HCC,17.48,0.913216
NGM,27.05,0.871695
RBNC,27.7,0.728672
FWONA,42.16,1.269037
KPTI,9.39,0.880389
LORL,38.46,1.425684
IVR,3.81,2.099242
SLCA,11.04,1.721943
CIO,11.05,1.011115
ABTX,40.71,0.944915
FOSL,12.63,1.127349
CNXN,44.38,0.835402
CUBI,32.23,1.306881
IMXI,15.36,0.994499
ISEE,6.31,1.437699
CLNC,8.68,2.617079
GTS,25.35,1.434513
OBNK,41.65,1.054838
FCF,14.44,1.047468
CRAI,77,1.297776
TMDX,28.78,0.776688
GLT,15.82,1.086354
VXRT,5.56,-1.63489
HOV,125.57,2.121253
KDNY,14.75,1.059959
NHC,71.21,0.716714
HTLD,18.87,0.760259
INSW,17.7,0.966049
LODE,3.83,0.697731
MSBI,28.38,1.0725
SNDX,15.47,0.777704
HFWA,28.39,0.915071
NCBS,79.5,0.772652
EVLO,11.54,0.891584
GNOG,14.51,0.663448
CDXC,8.15,0.696384
BCOV,19.57,0.962801
RDNT,22.26,1.640878
CSV,37.92,0.876263
HSII,38.42,0.89652
PAHC,24.59,0.947761
TILE,12.58,1.820409
TTCF,17.48,0.502709
MGPI,61.52,1.04083
ANGO,25.07,1.026486
LL,24.31,1.781418
QADA,73,1.1957
PLYM,17.78,1.249679
UMH,21.46,1.142368
CATC,84.92,0.857373
BFC,71.22,0.764532
RMAX,35.93,1.58597
KELYA,23.72,1.063873
BPFH,14.91,1.356602
FCBP,24.75,1.096372
CSTR,17.98,1.140705
ALT,12.44,0.092747
AGX,50.75,0.61226
HLIT,7.755,1.073614
LBAI,17.5,1.087518
CIR,33.79,2.007743
IBIO,1.33,-4.46159
BY,22.4,1.455639
SRRK,34.46,-0.37933
STOK,31.58,0.568994
NLTX,12.35,0.924491
RRGB,33.32,2.262948
ECOM,23.92,1.063756
CLW,33.69,0.941134
AMNB,33.24,1.048473
STXB,24,1.094013
VAPO,21.74,0.860317
CMTL,24.87,1.593925
MORF,55.14,0.797617
GOSS,8.28,1.041686
PAYA,10.7,0.476123
GRC,34.03,1.052298
