Ticker,Price,Beta
PEBO,33.85,1.073415
UEIC,55.41,1.133435
AGEN,3.05,1.283905
GPRE,24.98,1.462918
TPC,16.54,1.190254
LDL,33.32,2.060785
RUSHB,44.94,1.279507
CMRX,8.545,1.086447
KOP,34.21,2.122147
PQG,16.66,1.043732
UFCS,32.25,1.021692
BBSI,70.29,1.45668
HLX,4.47,2.331436
SRDX,58.2,1.040591
PARR,14.21,1.426539
HWKN,33.69,0.932487
MCRI,66.86,1.878519
RICK,65.35,1.938557
BRKL,15.785,1.025456
AQB,5.85,0.73204
FLXN,8.16,1.528542
ORBC,11.5,2.279302
FFWM,23.91,1.259151
AKTS,11.75,1.215632
FFIC,22.86,1.237482
TPB,48.05,0.823754
ONCT,6.35,1.325086
HSTM,22.38,0.864185
XENT,21.17,1.602872
FVCB,17.54,0.853523
SP,33.01,1.589682
MYE,21.78,1.378333
BLFS,33.17,0.910904
BMRC,35.93,1.140239
PFBC,67.28,1.080052
GCI,4.87,2.262312
BATRA,28.94,1.014314
APEI,32.4,0.651932
TNXP,1.04,-0.84132
SCU,22.52,1.668983
ATRS,3.96,1.459145
HMST,42.85,1.043545
CBTX,32.07,1.125383
BCEL,11.96,0.719871
HCI,72.87,0.903446
VLDR,14,0.523685
AMAL,16.62,1.040541
GSAT,0.9204,1.171878
EPZM,7.79,1.186597
AVID,21.23,1.213293
APTS,10.46,1.279484
ANAB,23.61,0.829325
LLNW,3.55,0.817008
GTHX,22.26,1.27247
BFST,23.28,1.53772
NVEC,69.9,1.039245
GERN,1.43,0.497446
LOVE,70.47,1.380323
KREF,19.65,1.547241
FLIC,21.5,1.072529
NFBK,16.18,0.994545
CLVS,6.09,1.427284
BOMN,26.56,0.825593
INSG,9.17,1.252332
UAVS,6.25,1.261378
MBWM,32.24,1.028777
PLYA,7.6,1.280449
WSBF,20.46,0.871751
AMSWA,20.26,1.133498
EBF,20.97,0.815434
CRMT,149.01,1.808356
CRTX,38.26,0.628036
AKRO,28.96,0.827301
MTEM,8.78,0.868431
DCO,57.88,1.640919
OSUR,9.4,0.293985
SCVL,63.73,1.835208
RBB,20,1.05503
PACK,18.08,0.937069
AVD,20.05,1.123706
WETF,6.465,1.381007
MPX,17.45,1.006565
AKBA,3.07,1.527327
NEX,3.29,1.588637
MCFT,29.44,1.815315
LMAT,53.55,0.938204
CATO,14.36,1.080214
CENT,57.11,0.832507
BZH,19.87,2.0187
ICPT,21.17,1.15791
VRS,15.49,1.246472
AMTB,18.23,0.831077
TVTY,24.21,1.919196
FC,30.66,1.284093
CTO,52.07,0.859476
VERI,26.34,1.26779
ALX,279.35,0.938944
YORW,51.58,0.946582
INTZ,15.53,0.785857
RCKY,58.85,1.038066
CONN,19.5,1.544935
ATHX,1.68,-0.07444
CVI,19.26,0.996973
FRGI,14.41,1.368494
PCB,14.8,0.853817
THR,18.24,1.129472
EVER,33.6,1.085945
GSBC,56.16,1.035288
MLR,45,0.738138
BHB,29.48,1.019968
RGP,14.1,0.915138
CNR,13.91,2.004228
DSPG,14.13,1.035132
FCBC,29.02,0.897177
FSP,5.5,1.264684
CNSL,6.88,1.326663
HROW,8.26,1.251744
OPRX,50.34,0.873417
VKTX,6.02,0.973831
BSET,26.74,1.289727
KOPN,8.46,1.425328
ETH,28.81,0.95791
KIRK,29.43,1.276113
AVNW,31.73,1.19486
RCEL,20.38,1.474073
VVNT,12.65,1.16935
CNST,22.1,1.26575
SPWH,17.58,1.013093
UVSP,27.72,1.10334
CASS,46.5,1.021039
GHL,18.63,0.947743
AVRO,11.34,1.172791
GOGO,10.85,0.736103
VEC,52.86,1.163668
AMK,22.35,1.371096
NBR,84.89,1.341576
HBNC,18.69,1.423278
FMAO,23.64,0.853594
QTNT,3.82,1.28285
PCSB,17.21,0.980056
VIACA,46.54,1.056698
PDFS,18.41,1.268076
HCCI,28.53,1.318222
TEN,10.75,2.617121
FDBC,56.2,0.681749
CCRN,13.63,0.538368
CBB,15.42,0.539675
DGII,18.43,1.365037
TWI,11.01,0.952124
CPS,31.45,2.119145
BPRN,27.02,0.844928
PAE,7.89,1.05859
RRD,6.05,1.519387
JYNT,54.42,1.397454
AMRX,5.68,0.799135
SRG,18.26,2.280507
UFI,27.83,1.494197
ZIOP,3.3,0.860276
LQDT,18.32,0.632914
CPRX,4.67,1.281711
BCML,18.24,0.934441
AUD,4.9,1.605688
QCRH,48.37,1.207899
THFF,44.29,0.965977
FRTA,23.45,1.78656
RMR,39.76,1.361951
YCBD,3.85,1.287971
HCKT,17.14,1.225399
AMPE,1.79,0.772721
HTBI,26.14,1.220585
RLMD,36.84,0.930532
ATNI,48.95,0.610054
CAC,47.57,0.804412
HT,10.47,2.766372
NRC,48.51,1.054715
CURO,13.39,1.957322
PROS,12.65,0.62773
AAIC,4.13,1.965066
TITN,25.7,1.05238
GDP,9.73,1.10626
ATRO,17.19,1.981266
RGS,12.56,1.655807
ATEX,46.29,0.941044
NEXT,2.25,0.846892
TIPT,14.9,1.02625
TRNS,50.1,0.590426
NLS,16.05,2.218785
TBNK,26,0.975141
SYRS,6.54,1.060862
FRPH,51.88,0.957364
LE,25.53,1.331175
FBIO,4.27,1.455918
KNSA,16.43,0.768218
IBCP,23.18,1.308854
FLWS,23.98,1.203028
STRO,20.28,1.238605
AMOT,54.01,1.629379
OLP,24.52,1.155758
UFPT,50.36,0.973335
WTBA,24.69,0.92469
EPM,3.27,0.973815
ARAY,5.33,1.184946
CRNX,17.18,1.036718
CMLS,9.49,1.377801
MRNS,14.34,0.577076
ASXC,1.89,1.166088
KE,22.38,0.995895
CTMX,9.16,1.068593
TRST,7.45,1.152674
SYX,45.72,0.73274
NCMI,4.64,1.522816
TSC,23.57,1.319387
FGBI,17.5,0.528162
LAWS,52,1.075022
BTAI,34.5,1.430902
ALBO,31.36,0.750357
SNR,6.63,2.174535
OPY,47.41,1.196388
RVI,19.67,1.702722
CPLG,9.67,1.624836
CTT,11.35,1.386397
TMST,11.83,1.221767
RBCAA,45.33,1.076747
SFST,49.87,1.171017
BXC,48.98,1.540249
XXII,5.15,1.019636
RYAM,9.38,1.278853
FORR,44.14,1.347564
INFU,22.27,1.311812
SXC,6.65,1.070169
STIM,11.5,1.738606
IHC,44,0.944647
CMO,6.45,1.975368
ZIXI,7.37,1.956564
BFS,41.39,1.516093
DMRC,35.88,1.320813
TYME,1.51,1.068724
TG,14.93,0.995347
SENEA,46.78,0.89797
LUNA,11.33,1.401589
PRTY,6.62,2.091655
KALA,8.07,0.91028
TRCH,1.815,0.744458
VYNE,5.18,0.608665
USM,35.75,0.895993
CHS,2.98,1.90935
WTRE,34.82,1.050955
AROW,34.4,0.941163
AXTI,11.08,1.19812
OIS,5.54,1.81846
CUE,12.2,1.130332
BV,18.04,1.461915
KALV,24.47,1.051793
VSEC,44.05,1.298427
HIL,2.76,1.43398
CODA,7.86,0.862949
TDW,12.7,1.415005
MCS,20.55,1.736911
SOI,10.27,1.327065
STRL,20.72,1.262378
ACRE,14.36,2.269964
CMBM,60.77,0.653234
XCUR,1.8,1.494912
LTRPA,5.18,2.334191
REVG,20.49,1.170126
VERU,9.005,1.043015
VRAY,4.6,0.716967
VRTV,42.39,1.522447
CLDT,13.51,2.058002
CLPR,8.21,1.08647
CLAR,18.67,0.888425
LFMD,8.78,-0.44233
BNFT,14.21,1.485253
LIVX,3.99,0.91838
HZN,8.22,1.544341
FLNT,3.64,1.75975
OTRK,32.13,1.236428
SUP,5.12,1.854969
ARTNA,40.35,0.673328
UVE,13.92,1.020703
WLFC,42.74,1.733529
RM,38.8,1.639942
SIC,7.73,1.507663
OSBC,12.96,1.098455
PFIS,42.48,0.779042
NRIM,42.41,1.22994
KRO,17.21,1.006254
ARLO,6.4,1.500531
BW,7.94,1.549826
TRUE,4.27,0.974032
HGEN,15.87,-0.31102
MTRX,12.85,1.19409
HOFT,34.92,1.239729
SND,2.44,0.911358
CRDF,8.69,1.203625
DSSI,9.75,0.874862
BGSF,14.18,1.699849
XOMA,37.29,0.988191
NSSC,34.68,0.812265
STFC,19.19,1.147418
ATEN,9.42,1.270944
WLDN,39.28,1.511622
LOCO,17.21,1.310603
ASPN,18.59,1.109673
MOV,31.02,1.343447
SMBC,40.21,0.833433
HAFC,20.48,1.245084
SPPI,3.02,1.000105
MBIO,3.15,1.137344
LIND,17.56,2.160619
TACO,11.64,1.764805
FLMN,4.43,0.972949
ANIP,32.95,0.935222
PGC,31.7,1.559182
PKOH,34.75,1.492249
INS,38.39,0.831399
TPHS,2.03,1.603133
POWL,35.02,1.160446
VPG,32.4,1.259665
CODX,8.95,-1.99436
IPI,30.13,1.145055
DX,19.51,1.171024
YELL,8.73,1.335959
VOXX,17.69,1.274622
LNDC,11.65,0.677838
HBCP,37.3,1.106221
NPTN,11.91,1.194262
DLTH,15.88,1.200155
SBT,5.03,1.37163
BTU,4.17,0.821226
EGRX,44.04,0.78701
NKSH,35.86,0.753931
FISI,30.56,1.296586
MCF,3.72,1.24035
NWPX,33.24,0.959791
BBW,8.13,1.322228
ENOB,3.52,0.754085
CLFD,36.73,0.948928
STRS,35.51,0.96256
FMNB,16.58,0.876865
PBYI,10.17,1.12856
MMAC,16.62,0.84496
ALTO,5.13,0.838887
BNED,7.58,2.128603
PRTS,16.88,1.318243
HURC,33.92,0.923928
GPX,16.16,1.211383
DXPE,29.4,1.723401
ATLC,34.95,1.913036
CUTR,29.47,1.57686
WTI,3.04,1.059665
ALTM,57.14,1.933846
PRVB,7.81,1.343908
ODC,34.46,0.667697
PCYO,15.91,1.076724
NR,2.9,1.61234
CPSI,30.26,1.100654
EBTC,34.1,0.884029
CBAY,4.44,0.802292
SCPL,18.15,0.537465
PVBC,15.43,0.828032
EQBK,30.61,1.027525
TCS,15.47,1.172376
GSKY,5.98,1.358101
CPF,27.3,1.363459
BGFV,18.03,2.201992
HAYN,28.5,1.053836
GNK,14,1.266819
SSTI,35.17,0.90391
APYX,10,1.078199
TISI,9.7,1.051136
EZPW,5.06,0.962797
UBA,18.1,1.61838
SRTS,3.725,0.915257
KODK,7.48,1.942847
CIA,5.69,0.481035
UG,15.05,0.770726
PWOD,23.54,1.053464
MCBC,9.96,0.892366
SBOW,9.09,0.919207
BCEI,30.51,0.855636
ATOM,21.78,1.396199
MUX,1.15,1.196469
FNLC,28.54,0.806116
STXS,7.74,1.084557
WSR,9.76,1.326486
WTTR,4.71,1.576426
CYBE,29.63,1.042614
BSRR,27.95,1.229595
MOFG,30.53,1.220627
CVGI,9.9,1.371298
PIRS,2.28,1.062799
OSW,10.25,2.173624
CRK,4.89,0.903198
ADES,5.02,1.434927
GLRE,9.1,1.127862
RYI,14.93,1.445427
FRST,14.51,1.29563
VNTR,4.69,1.549774
CEIX,9.08,0.706819
RFL,40.35,1.339407
PKE,13.5,1.0115
CCNE,25.22,1.012766
ZEUS,28.43,0.808201
VHC,4.93,0.717716
IDT,22.9,1.198957
OPTN,3.76,1.30695
LAKE,29.07,-0.1258
IVC,8.85,1.376625
DLA,29.15,1.37943
FF,12.82,0.923019
ESTE,6.6,1.373723
FPI,13.48,0.72426
LYTS,9.3,1.435942
CCBG,25.71,0.984024
LPG,13.09,1.101728
CWBR,1.38,1.23793
NBEV,2.23,1.687994
EEX,5.28,1.480171
FI,3.34,0.234161
CZNC,24.33,1.010534
ATLO,25.34,0.879051
KVHI,13.53,0.817226
IMMR,8.71,1.093472
MGTA,10.9,1.400317
MRKR,2.27,1.017699
FNKO,21.15,1.202389
RES,4.77,0.858996
ACNB,27.35,0.907397
AXDX,7.86,1.843557
NNBR,7.71,1.983227
TSBK,27.45,1.2348
SMMF,25.45,1.054076
SMHI,4.96,1.577497
HFFG,6.6,0.446429
SIEN,6.83,2.360352
TTI,2.56,1.22989
DAKT,6.09,0.969108
PLBC,27.72,0.971953
BWFG,27.68,0.918111
SGC,24.79,0.878616
AJX,12.09,1.724037
CASA,9.04,1.248613
ACBI,26.22,1.281243
EVI,27.91,0.903006
CIVB,23.21,1.164868
ORRF,23.75,1.02051
FBIZ,24.65,1.12043
FLDM,4.69,2.02748
MTNB,0.8846,1.107792
BRY,6.01,1.176763
OCN,26.86,2.00721
IRMD,26.28,0.897647
CDZI,11.05,0.583331
EVC,3.87,0.80592
VSTM,2.8,1.142798
XONE,24.04,0.821295
PTVCB,22.95,0.803797
VLGEA,24.8,0.326365
SNCR,3.38,0.422192
VRA,11.3,1.799453
HYMC,3.92,0.353164
ESCA,22.25,1.029517
IIN,25.21,0.867679
EML,24.9,1.129636
CECE,7.58,1.146341
CNTY,10.68,2.740662
ULH,24.05,1.181397
TLYS,12.09,1.423474
ATNX,4.03,1.109975
WNEB,7.87,0.877938
TXMD,1.17,1.162554
TAST,5.81,2.198086
WTER,1.09,1.578974
TALO,11.11,0.999552
SMBK,23.52,1.105677
CTG,11.57,1.063946
GNSS,7.1,0.791895
CVLG,19.56,1.346199
MRLN,21.62,1.598101
CLPT,19.84,1.086504
KZR,5.69,1.296475
CLXT,5.51,0.839819
SPNE,22.01,1.615074
HWBK,21.37,0.709422
DRRX,1.77,1.399734
GFN,18.98,1.655918
NDLS,10.51,1.914369
REI,1.97,1.420292
ADMS,5.45,1.377143
AGS,8.13,2.999429
BEEM,34.47,1.2914
GAIA,10.53,0.884934
PFBI,19,1.044695
MG,11.05,1.325622
LAND,21.14,0.793331
TELL,1.91,1.389908
SPOK,10.73,0.62322
AMTX,18.08,0.439125
LEU,20.87,1.211781
ICAD,18.53,1.134012
LCI,4.92,0.657106
SGA,21.54,0.867245
ALSK,3.29,1.039305
BDSI,3.48,1.02339
PKBK,19.97,1.672743
RLGT,6.58,0.964485
JNCE,9.15,0.850823
ISTR,21.45,1.065446
SIEB,3.91,0.703322
WEYS,21.05,0.99206
UNTY,21.43,1.036945
EGAN,9.9,1.346768
PZN,10.23,1.164319
NATR,19.81,0.868816
BRG,9.63,1.541707
AMPY,2.42,1.904636
SPKE,10.33,1.201909
JAX,10.08,1.58261
ITI,6.77,1.353688
LCTX,2.47,1.020357
APT,10.15,-1.77488
CVCY,19.54,1.096556
MGI,7.19,1.341029
LINC,6.45,0.856822
OOMA,16.99,1.205139
HYRE,13.66,1.434167
LEE,31.97,1.031647
LMNR,17.43,0.87929
LPI,33.65,1.360824
OESX,6.36,1.375822
FIXX,6.78,0.751574
ARPO,1.15,0.72075
CVLY,17.62,0.682266
AMRB,19.9,0.880452
INOD,6.41,1.232377
CTSO,9.1,1.090515
AWH,6.04,1.043991
BRT,17.99,1.188771
LCNB,17.97,1.001649
FCCO,19.05,0.645406
SHBI,16.61,1.032544
ESXB,8.37,1.04687
FNWB,16.26,1.040172
HCHC,4.09,1.627898
EXTN,3.03,1.315449
FUV,10.54,1.031571
LXRX,4.97,0.633738
NOTV,21.12,1.047442
PBPB,5.99,1.605994
MSON,19.28,1.527412
FCCY,18.79,0.962495
BELFB,17.33,1.466413
SMED,15.9,0.907681
GORO,2.83,1.128502
SCOR,3.47,1.483546
ORN,5.74,1.034781
NXTC,9.5,0.99037
LFVN,8.61,0.934491
STKS,8.99,1.853578
FONR,17.9,0.908923
MLVF,18.25,0.660966
EXPR,3.15,1.324663
AFI,5.47,1.101287
CARE,13.42,1.429635
XBIT,16.91,0.90995
TRC,15.28,0.841039
FSTR,16.4,1.06301
FUNC,17.6,0.914436
ZYXI,16.18,0.855436
WHG,16.73,1.190905
ACET,14.19,1.048569
CDR,15.36,2.153476
ALOT,17.87,1.056156
GROW,7.86,1.37271
LCUT,14.94,1.285569
OVLY,17.55,0.69504
GBL,18.53,1.034716
DGICA,16.25,0.791212
HARP,20.53,0.711708
WTRH,2.56,-1.60661
AAOI,8.27,1.055864
INVE,14.57,0.967089
PRTK,7.78,1.042088
TREC,7.71,0.941228
HIFS,298.15,0.724882
PROV,16.6,0.872274
GEOS,8.19,1.425982
INFI,3.09,1.166479
MNTX,8.16,1.208017
MNOV,4.43,1.573362
ESSA,15.34,0.705743
PHAS,3.03,1.493282
IEA,12.9,1.173487
TPCO,17.44,1.342663
NCSM,23.99,1.506868
DS,3.04,1.18801
USAK,15.25,1.152619
ACR,15.35,2.906109
WVE,6.07,-0.02214
BBQ,14.54,1.55765
PAYS,3.96,1.556624
FSTX,9.44,1.265283
RMNI,8.34,0.89971
RVSB,7.34,0.953423
CRBP,1.73,1.118679
SHSP,15.72,1.271625
SAMG,15,1.10124
TZOO,15.15,1.726252
GHM,13.47,0.767857
CBAN,14.85,0.715804
BOCH,13.03,1.144296
PFSW,7.18,1.229439
BCBP,13.86,0.762498
III,4.39,1.143896
FFNW,13.8,0.985166
ACRX,1.23,1.386034
MN,7.13,1.183228
CKPT,2.83,1.090702
PHX,2.29,0.777256
PVAC,12.53,2.216704
TCDA,4.67,1.25165
EVOK,1.76,1.069406
UBCP,15.27,0.74295
IVAC,6.85,1.1687
PBIP,13.75,0.828587
HMTV,12.8,0.895926
SCWX,13.51,1.014465
TUSK,4.17,0.079232
BHR,5.93,2.268279
LPCN,1.47,1.009387
ALIM,10.7,1.154964
ENZ,3.26,0.627446
FRBK,3.99,1.221676
GSIT,6.43,0.820648
DHX,3.11,0.613739
IDYA,19.93,1.101015
FET,18.8,1.580107
FBRX,34.24,0.757805
ASMB,4.3,0.611429
LXU,6.26,1.305802
IEC,12.15,0.916281
INTT,13.17,1.146848
MEC,16.56,0.896214
DWSN,2.25,1.142658
ELOX,2.21,1.416923
GLYC,2.52,1.263286
GENC,12.09,0.827436
RDI,6.08,1.632248
REV,11.77,1.504224
TACT,11.9,1.688458
ISSC,6.24,1.139838
SLCT,11.85,0.830813
DZSI,14.55,1.330259
CLSD,2.93,1.550775
MIRM,18.82,1.204553
SRGA,1.97,1.796726
ZDGE,13.9,0.555509
OVID,3.67,0.939089
UTMD,88.1,0.823112
CNBKA,114.14,0.849511
CMT,11.5,1.363692
NICK,10.42,0.704773
CWBC,12.5,0.81764
SVBI,11.77,0.855398
UTI,5.74,1.13729
GNE,5.84,0.751164
CSSE,31.33,1.092829
XERS,4,1.477078
CRMD,8.28,1.703872
MLP,11.26,0.929725
VWTR,8.98,1.069626
RVP,10.37,1.410427
GALT,3.91,0.958264
FRBA,11.12,1.106125
QUAD,3.81,1.27942
EARN,12.19,2.025788
PSTL,18.97,0.809322
SPRO,13.18,1.018301
EKSO,5.7,1.033108
GTYH,5.7,0.594049
SYNL,10.01,0.283019
FEIM,10.77,0.748356
ASYS,10.66,0.987935
SNFCA,8.56,0.724698
PCYG,5.29,0.726064
MEIP,3.46,1.192238
BWEN,5.23,1.07685
HWCC,5.31,0.854537
VYGR,4.67,1.275688
ALNA,1.15,1.361404
LQDA,2.84,0.742622
XELA,1.92,1.187722
TSQ,9.87,0.994193
BBCP,7.65,0.934402
EIGR,8.43,1.478261
LIQT,7.72,0.991588
STCN,2.05,0.847762
LEAF,9.11,1.102118
TWIN,10.09,1.023359
ETON,8.12,1.324299
SLDB,5.08,0.727
USAP,9.09,1.056865
RNWK,3.46,1.763295
PCTI,6.67,1.0604
VTGN,2.04,0.906213
RNET,8.79,0.957102
WMC,3.01,2.068824
PFMT,2.42,0.995262
CHMI,9.84,2.330476
HOOK,12.34,0.749396
FUSB,9.91,0.630205
BKTI,4.91,1.181344
AGRX,1.82,1.268681
DMAC,9.74,1.218079
KIN,4.75,1.411758
LAZY,22.57,1.407969
RIVE,10.48,1.401377
USLM,144.6,0.944369
CPSS,4.36,1.327284
PTN,0.6039,0.869609
UBFO,8.09,1.098723
SRT,8.26,0.891705
PMBC,8.62,0.981005
PXLW,3.19,1.259815
FVE,4.7,1.303782
MCHX,3.06,1.192116
ARC,2.25,1.270424
ELMD,10.04,1.511806
WATT,3.32,1.38456
PAVM,4.71,1.31673
STND,32.82,0.757565
PWFL,7.92,1.452947
AEYE,24.78,1.675717
CNCE,4.38,0.89321
EOLS,9.17,1.266333
RELL,8.52,0.868815
ULBI,8.26,0.952012
CTHR,2.91,0.500935
FTK,1.4,1.131868
HBP,4.42,1.208254
SREV,1.36,1.36268
OEG,4.17,1.273063
MWK,23.77,1.242566
AQMS,2.94,1.479351
MACK,7.69,1.413196
ASRV,4.18,0.705476
LJPC,4.13,1.506571
IDN,8.45,1.907144
MHLD,3.42,1.730929
AGLE,7.82,1.457391
HQI,18.5,0.659358
SCYX,7.32,1.031626
CSU,40.83,2.147269
SD,3.93,1.497819
PESI,7.33,1.087414
LUB,3.56,1.682537
SFE,6.13,1.089711
KTCC,7.78,1.270537
NL,7.52,1.493978
CRWS,7.79,0.679576
FRD,8.26,0.701171
CSBR,10.9,0.883976
HALL,4.04,1.750444
CSLT,1.54,1.080969
CPSH,8.09,1.449454
LFT,3.77,1.514905
SPFI,21.34,0.865679
LMB,10.4,0.523374
ZVO,3.7,1.213113
UAMY,0.884,0.635666
DJCO,309.74,0.715194
TESS,7.81,0.681996
ENG,3.7,1.45106
IRIX,7.71,1.414276
FXNC,18.49,0.611473
KINS,8.41,0.675059
ASPS,6.53,0.896333
AUMN,0.7026,1.097928
MITT,3.78,1.840926
NWHM,6.06,2.696052
WYY,8.87,0.895271
PPIH,6.61,0.604645
FGF,7.48,0.532532
CORR,6.21,1.460226
NH,2.7,1.062719
AP,6.95,0.890393
ITIC,166.1,1.231496
NHTC,7.09,1.233849
AWRE,3.42,0.584721
RMTI,1.06,0.993051
BCLI,3.46,1.239223
UIHC,6.16,0.832178
FSBW,67.01,1.282178
ORGS,5.17,0.869283
APLT,16.58,1.148294
FULC,11.45,1.220722
WPG,2.13,1.49024
KFS,4.5,0.43767
AGFS,2.08,1.344728
OMEX,6.51,0.605306
AC,34.82,1.142049
CALA,2.21,1.211609
QUMU,5.85,0.838522
ISR,0.903,0.790718
DXYN,3.26,1.208714
RFIL,6.55,0.933434
KRMD,3.44,0.820884
PMD,7.04,0.791439
ASUR,8.1,1.012936
ACTG,6,0.722606
IGC,1.6,1.849684
EYEN,5.29,0.870186
BSVN,17.24,1.207329
CBMB,14.22,0.472292
XAIR,5.53,-0.08565
UONEK,2.03,1.327054
AYTU,6.79,-0.16985
SMSI,5.44,1.14601
OSS,5.3,1.59874
MTBC,8.05,1.215401
SCX,6.02,1.029626
NATH,66.3,0.941879
SYPR,4.47,0.811151
HDSN,1.98,1.166116
EMKR,6.54,1.457902
RAIL,6.67,1.606006
CHRA,6.22,0.80561
PRTH,6.79,0.933071
USWS,0.7161,1.980712
CTIC,2.45,0.95635
EYES,7.42,1.491921
TRVN,1.73,0.826634
SRAX,4.08,0.600567
FNHC,5.13,0.729278
RMCF,6.07,1.431126
DAIO,5.67,0.956508
JCS,5.975,1.030472
REFR,2.7,1.09879
PLPC,65.45,0.860815
PTSI,59.46,1.58201
GTIM,4.95,1.117226
FLL,8.7,2.104475
BTN,5.13,0.972846
INDT,60.54,0.755594
EMAN,2.74,0.936774
HNNA,9.37,1.003592
CFMS,0.9431,0.952295
CYCN,2.91,1.136573
KLXE,9.06,1.863159
SELF,4.84,0.700591
APTX,2.72,1.170154
SLGG,5.53,0.518739
NERV,2.53,1.245575
CASI,1.68,0.252731
ABEO,1.62,1.050138
AVEO,7.01,1.265824
ZYNE,4.21,1.151294
FTEK,2.32,1.58854
SGMA,5.28,1.042942
STRM,2.25,1.09036
GIFI,4.17,0.671017
LTRX,4.72,1.387389
JVA,4.74,0.742576
OTIC,2.29,1.194008
MSVB,15.7399,0.810734
RBKB,10.66,0.848843
KLDO,6.68,0.318592
MNSB,20.91,0.561688
AMR,13.82,1.507658
METC,3.96,0.854054
PHUN,1.49,1.138758
CFRX,4.13,0.962635
AGTC,4.24,1.304633
CFBK,19.84,0.598764
ANIX,4.7,0.754471
AQST,4.11,1.512224
LOGC,5.77,0.936619
ACU,45.36,0.433571
EVBN,35.32,0.866779
CHMG,42.8,0.977142
LWAY,5,0.95778
CVU,4.46,1.442111
ISNS,4.3,0.910988
DVD,2.15,0.652641
AEHR,2.33,1.120855
NTWK,4.34,0.951472
HSON,17.3788,0.691085
AHC,2.16,0.835749
SANW,3.84,0.417163
TRMT,6.16,1.344366
ODT,3.39,1.020211
VTSI,5.69,1.102674
INMB,11.95,0.99548
HSDT,17.28,1.262251
TCFC,33.93,0.807469
MRBK,25.1,0.836704
MBII,1.8,0.817629
LUMO,13.44,1.178513
CHMA,2.86,0.878
ONVO,9.39,1.324125
QRHC,3.9,1.040121
AXAS,2.05,1.168924
ACOR,4.7,0.691475
RCMT,3.54,1.442856
BMRA,4.4,-0.97525
HNRG,2,0.989998
VOLT,3.87,1.397171
CVV,4.16,1.544388
WTT,2.03,1.07141
SEAC,1.16,0.922126
NTIP,3.37,0.580716
CEMI,3.81,0.540672
MARK,2.03,1.263494
INBK,36.42,1.37625
VNRX,3.3,0.846989
AFBI,12.45,0.695989
ARDS,5.855,0.902593
NBN,29.76,1.213656
NINE,2.02,1.233555
RESN,3.58,1.113764
AMRK,37.06,0.761725
RNGR,5.5,0.920075
EVFM,1.49,0.742309
BH,132.31,1.661312
ECOR,1.8,0.979254
OPNT,11.63,0.7526
FFBW,11.22,0.661131
HVBC,19.71,0.804046
IZEA,3.79,0.72995
ATXI,4.8,0.854318
EQ,6.07,0.803884
RGCO,22.52,0.617243
NWFL,25.56,0.712301
UNB,32.59,0.950893
OCC,3.4276,0.734908
ASRT,0.5269,1.214432
CFFI,41.37,0.78118
FCAP,45.52,0.922139
SOHO,2.99,1.777929
APVO,25.53,1.957164
CPIX,2.96,0.531948
PPSI,4.07,1.355694
PFIE,1.15,0.805052
VERO,1.87,1.601161
GNLN,4.66,1.062442
FRAF,29.87,0.967934
QUIK,6.71,1.161778
AVCO,1.04,1.005962
EYPT,9.75,1.029293
JILL,8.16,1.141083
COHN,31.51,0.930018
OSMT,3.04,1.202287
NOVN,1.31,0.735587
PANL,3.03,1.053503
REPH,2.99,1.208765
VIRC,3.08,0.883527
FORD,2.7,0.859633
EDUC,17.26,1.005896
ADMA,1.9,0.85324
CLRO,2.54,0.543877
NTIC,14.4,0.988637
WSTG,24.68,0.766462
AUBN,36.06,1.006127
MLSS,2.5,1.036139
LPTH,2.77,1.024934
XPL,0.7248,0.807405
MHH,17.06,1.432455
HBMD,16.02,1.036652
MBRX,3.5,1.185705
NMTR,1.16,0.8116
RDVT,22.37,1.072763
BCOW,14.4862,0.761008
FSEA,9.9,0.78164
BLCM,3.16,1.790857
VABK,33.355,0.519798
CDTX,2.23,1.051858
LIVE,29.96,0.984803
VTVT,2.5,0.903867
ICCH,16.335,0.662482
VERB,1.23,0.978603
CDOR,3.65,1.199723
SUNW,11.24,1.481712
MIND,2.35,1.276125
ICBK,23.78,0.901283
SPRT,3.68,0.719547
TTOO,1.37,1.607432
MSN,1.15,0.421496
ALCO,29.42,0.608462
PEBK,23.14,0.650396
BKSC,20.8427,0.796571
CBFV,21.31,0.776031
IMBI,7.62,0.907622
LARK,25.42,0.763685
HMNF,20.47,0.539102
OVBC,23.02,0.932693
MPB,25.51,0.813728
GFED,24.72,0.726139
EVOL,2.48,0.845169
UBOH,27.75,0.634603
SALM,2.15,1.133523
BSQR,2.6,1.212712
EBMT,23.4,0.724555
VTNR,1.37,1.506332
CERC,2.55,0.821997
FPAY,2.75,1.366068
SNGX,1.42,0.860274
AESE,2.645,0.905885
NEPH,7.8,0.717823
AZRX,0.8442,0.849742
GEG,2.7,0.994887
CMCT,11.73,0.968085
NEON,8.6,1.167454
PTE,1.03,1.00045
AE,26.71,1.239943
PDEX,26.88,1.001467
IO,2.22,1.142428
AEY,2.03,0.998002
SBFG,17.65,1.045906
IMH,2.15,1.620429
BYFC,2.07,1.066977
NAII,15.28,0.859966
OPOF,21.29,0.994604
GCBC,25.49,0.450454
AUTO,2.64,1.579908
CIZN,19.4,0.532264
MFNC,21.48,0.952794
DYAI,4.92,0.507122
SSBI,16.6,0.850353
